Name,Critic_Score,Critic_Count,User_Score,User_Count
Runaway: A Twist of Fate,79.0,15.0,8.2,40.0
FlatOut 2,73.0,38.0,7.3,8.0
Rogue Trooper,71.0,37.0,8.2,9.0
Backyard Baseball '09,37.0,4.0,7.8,5.0
Tom Clancy's HAWX,70.0,23.0,7.3,125.0
Enemy Front,35.0,8.0,5.8,78.0
Shantae and the Pirate's Curse,82.0,18.0,8.5,86.0
Dai Senryaku VII: Modern Military Tactics,74.0,11.0,8.8,6.0
Castle of Shikigami III,67.0,9.0,7.6,9.0
Nobunaga's Ambition: Sphere of Influence,80.0,20.0,8.1,46.0
FIFA Street 2,43.0,5.0,7.5,4.0
City Life: World Edition,75.0,7.0,8.2,9.0
Corpse Party: Book of Shadows,67.0,23.0,8.2,50.0
WarTech: Senko no Ronde,60.0,33.0,6.1,7.0
IL-2 Sturmovik: 1946,86.0,9.0,8.8,115.0
Red Ninja: End of Honor,47.0,17.0,5,7.0
Praetorians,78.0,23.0,8.2,38.0
Smash Court Tennis 3,68.0,30.0,6.3,4.0
LEGO Friends,43.0,4.0,8.3,4.0
SPRay,42.0,16.0,4.5,6.0
Outlaw Tennis,66.0,45.0,7.7,6.0
Brothers: A Tale of Two Sons,81.0,6.0,8.9,26.0
Attack of the Movies 3D,38.0,8.0,1.7,10.0
Secret Files: Tunguska,66.0,26.0,7.4,38.0
NASCAR 07,72.0,26.0,7,4.0
Dance Dance Revolution Disney Mix,74.0,7.0,8.3,13.0
Nitroplus Blasterz: Heroines Infinite Duel,70.0,33.0,6.9,28.0
Thrillville: Off the Rails,59.0,6.0,6.2,5.0
Bloody Roar Extreme,61.0,22.0,8.6,9.0
Split/Second,79.0,18.0,8.2,116.0
Resident Evil 6,69.0,18.0,5.9,868.0
Dead Head Fred,75.0,30.0,7.3,23.0
Ride to Hell,13.0,4.0,1,218.0
Need for Speed: ProStreet,70.0,18.0,5.9,163.0
Digimon Rumble Arena 2,71.0,5.0,8.1,7.0
Gravity Falls: Legend of the Gnome Gemulets,46.0,4.0,5.8,10.0
Rodea the Sky Soldier,45.0,7.0,5.6,37.0
Hellboy: The Science of Evil,42.0,14.0,7.1,13.0
The Sims Deluxe,92.0,6.0,8.2,77.0
LEGO Indiana Jones: The Original Adventures,78.0,14.0,7.7,35.0
The Sims 2: Pets,76.0,23.0,7.7,40.0
Deadliest Warrior: Ancient Combat,37.0,5.0,6.3,4.0
The Kore Gang,70.0,10.0,8.6,7.0
Rugby Challenge 3,64.0,4.0,6.8,12.0
Blood Bowl,72.0,34.0,6.5,57.0
Port Royale 2,75.0,20.0,7.7,40.0
Star Trek: Shattered Universe,41.0,21.0,4,10.0
Company of Heroes: Tales of Valor,70.0,42.0,7.2,204.0
Guilty Gear XX Accent Core,75.0,15.0,8.4,19.0
WarJetz,59.0,9.0,5.5,4.0
Stellaris,78.0,57.0,8,569.0
Devil May Cry 4,78.0,21.0,8.5,353.0
Barnyard,65.0,15.0,5.7,7.0
Test Drive: Ferrari Legends,62.0,19.0,4.9,22.0
Heroes of Might and Magic V,77.0,41.0,7.9,349.0
Metal Gear Solid: Digital Graphic Novel,78.0,22.0,7.2,21.0
Aeon Flux,66.0,19.0,5.8,9.0
Age of Mythology: The Titans,84.0,25.0,8.7,119.0
Psycho-Pass: Mandatory Happiness,72.0,26.0,8.3,19.0
Virtua Tennis 4,66.0,5.0,7.3,43.0
Shattered Union,66.0,17.0,6.9,7.0
Unchained Blades ,65.0,8.0,7.8,16.0
Terraria,84.0,5.0,7.7,29.0
Company of Heroes: Opposing Fronts,87.0,36.0,8.6,235.0
Superman: Countdown to Apokolips,47.0,5.0,5.7,6.0
Worms 4: Mayhem,69.0,27.0,9.2,6.0
Rise of Nations,89.0,30.0,9,274.0
Men of War: Vietnam,68.0,19.0,4.9,35.0
Imperial Glory,69.0,28.0,8.4,73.0
Antz Extreme Racing,31.0,5.0,5,8.0
Samurai Warriors 2: Empires,53.0,29.0,8.5,13.0
Metal Slug XX,67.0,22.0,6.1,9.0
Patrician IV,66.0,18.0,6.4,34.0
Fisherman's Challenge,67.0,7.0,7.5,4.0
Resident Evil: Revelations,77.0,12.0,7,342.0
The Da Vinci Code,52.0,34.0,2.8,5.0
Pure Pinball,68.0,11.0,8.5,6.0
Headhunter: Redemption,62.0,29.0,6.7,7.0
Dead Rising,78.0,6.0,6.6,30.0
Grand Theft Auto: Vice City,94.0,30.0,8.8,1520.0
Surf's Up,59.0,8.0,5.1,7.0
SWAT: Target Liberty,50.0,26.0,7.7,9.0
Twin Strike: Operation Thunder,50.0,7.0,8.3,6.0
CSI: Fatal Conspiracy,47.0,5.0,5.5,6.0
Bomberman: Act Zero,34.0,41.0,2.2,42.0
Empire Earth III,50.0,40.0,2.8,53.0
Resident Evil: Operation Raccoon City,48.0,8.0,3.8,188.0
Dreamfall: The Longest Journey,73.0,42.0,8.8,24.0
JASF: Jane's Advanced Strike Fighters,48.0,4.0,3.1,14.0
Brothers In Arms DS,72.0,27.0,8,25.0
Off-Road Drive,60.0,10.0,6.4,17.0
Colin McRae Rally 3,86.0,25.0,7.4,14.0
TMNT,42.0,10.0,2.2,5.0
Stolen,51.0,16.0,7.4,16.0
Stoked: Big Air Edition,72.0,21.0,7.7,16.0
LEGO Jurassic World,72.0,8.0,7.1,31.0
Pro Race Driver,80.0,17.0,7.5,4.0
The Movies,84.0,62.0,8.3,131.0
FIFA World Cup Germany 2006,71.0,7.0,7.2,6.0
Supreme Commander: Forged Alliance,81.0,35.0,8.9,219.0
Dragon Ball: Advanced Adventure,75.0,7.0,8.5,11.0
Lost Planet 3,61.0,17.0,6.2,210.0
Echo Night Beyond,60.0,22.0,8.8,8.0
Meteos: Disney Magic,74.0,36.0,6.6,5.0
Beyblade Evolution,49.0,7.0,6.3,4.0
Castlevania: Lords of Shadow 2,58.0,16.0,7.7,498.0
Greg Hastings' Tournament Paintball Max'd,39.0,4.0,7.4,10.0
Halo: Combat Evolved,83.0,40.0,7.4,396.0
Exist Archive: The Other Side of the Sky,69.0,13.0,7.9,16.0
Little Red Riding Hood's Zombie BBQ,68.0,15.0,7.3,8.0
Assassin's Creed Chronicles: China,69.0,44.0,6.4,83.0
Worms: Ultimate Mayhem,66.0,4.0,7.8,48.0
Rugby 08,74.0,21.0,7.4,25.0
Caesar IV,74.0,32.0,7.6,43.0
Ferrari Challenge Trofeo Pirelli,71.0,37.0,6.2,26.0
Cy Girls,53.0,28.0,8.8,4.0
Ray Gigant,72.0,14.0,8.1,25.0
APB Reloaded,56.0,12.0,5.7,269.0
Bubble Bobble Double Shot,50.0,12.0,4.8,4.0
Bionicle Heroes,52.0,7.0,5.8,5.0
Harry Potter and the Order of the Phoenix,63.0,11.0,7.1,34.0
C.O.R.E.,44.0,16.0,6.9,19.0
Chaos Wars,64.0,9.0,6.9,9.0
Steambot Chronicles,74.0,35.0,8.2,17.0
Scaler,69.0,11.0,7.3,8.0
Scarface: The World is Yours,73.0,18.0,7.5,57.0
Legasista,68.0,13.0,6.3,15.0
Fatal Fury: Battle Archives Volume 1,68.0,22.0,8.3,4.0
Harry Potter and the Prisoner of Azkaban,67.0,19.0,7.2,50.0
OutRun 2006: Coast 2 Coast,82.0,31.0,8.1,14.0
Without Warning,45.0,25.0,6.5,8.0
Napoleon Dynamite: The Game,37.0,14.0,4.6,7.0
Saints Row 2,72.0,24.0,6.8,380.0
Trine 2,84.0,55.0,8.4,667.0
Teenage Zombies: Invasion of the Alien Brain Thingys,67.0,30.0,8.2,29.0
Transport Fever,70.0,11.0,7,28.0
Homefront: The Revolution,54.0,48.0,3.5,284.0
RLH: Run Like Hell,55.0,22.0,8,5.0
Obscure,66.0,29.0,8.4,9.0
Just Dance 2017,75.0,5.0,8,6.0
Stranger of Sword City,71.0,24.0,8,30.0
World of Goo,90.0,26.0,8.5,607.0
Secret Files 2: Puritas Cordis,64.0,14.0,7.1,17.0
Monster Kingdom: Jewel Summoner,66.0,25.0,6.8,6.0
Railroad Tycoon 3,80.0,19.0,7.7,57.0
S.T.A.L.K.E.R.: Clear Sky,75.0,47.0,7.7,478.0
Painkiller: Hell Wars,68.0,33.0,7.4,16.0
FunkMaster Flex's Digital Hitz Factory,71.0,6.0,8.9,10.0
World in Conflict,89.0,44.0,8.1,301.0
Pro Cycling Manager 2016,64.0,6.0,4.8,5.0
Tomb Raider: Anniversary,83.0,26.0,8.1,242.0
Infamous: First Light,73.0,70.0,7.5,580.0
Tour de France 2014,53.0,9.0,5.1,22.0
RedCard 20-03,67.0,8.0,9,4.0
The Night of the Rabbit,75.0,45.0,7.5,82.0
Bounty Hounds,63.0,14.0,6,7.0
TOCA Race Driver 3,84.0,25.0,8,6.0
A Game of Thrones: Genesis,53.0,40.0,4,110.0
Silent Scope,70.0,5.0,8,5.0
The Cursed Crusade,55.0,7.0,6,33.0
Hotel Giant 2,58.0,7.0,2.5,19.0
DarkStar One,71.0,33.0,7.2,54.0
Hitman: Blood Money,82.0,35.0,8.8,528.0
Duke Nukem 3D: 20th Anniversary World Tour,77.0,15.0,6.9,15.0
Section 8,72.0,31.0,7,78.0
Alpha Protocol,72.0,25.0,7.5,511.0
Planescape: Torment,91.0,22.0,9.2,813.0
Star Wars Jedi Knight: Jedi Academy,81.0,34.0,8.6,293.0
Red Faction II,79.0,12.0,7.3,4.0
Battle Engine Aquila,73.0,17.0,9,5.0
Special Forces: Nemesis Strike,60.0,10.0,6.5,4.0
Women's Volleyball Championship,32.0,7.0,4,4.0
Crimson Tears,62.0,30.0,7.8,4.0
Battle Assault 3 featuring Gundam Seed,48.0,9.0,8.7,7.0
WRC: FIA World Rally Championship,67.0,18.0,7.8,19.0
Rapala Tournament Fishing!,41.0,4.0,8,6.0
Superstars V8 Racing,66.0,29.0,4.9,9.0
JoJo's Bizarre Adventure: Eyes of Heaven,61.0,35.0,7.4,44.0
The Void,77.0,12.0,8.3,97.0
Supreme Ruler: Cold War,63.0,12.0,6.8,27.0
Rise of Nations: Rise of Legends,84.0,46.0,8.5,108.0
The Sum of All Fears,36.0,11.0,3.4,5.0
Yumi's Odd Odyssey,74.0,13.0,7.7,23.0
EverBlue 2,59.0,21.0,7.5,4.0
Electroplankton,71.0,49.0,7,37.0
FIFA World Cup: Germany 2006,57.0,4.0,6.9,7.0
Earthworm Jim 2,45.0,10.0,5.7,6.0
Dungeon Maker: Hunting Ground,70.0,18.0,6.4,8.0
MotoGP,69.0,18.0,7.1,7.0
Apache: Air Assault,64.0,7.0,7.5,18.0
Call of Juarez: Bound in Blood,78.0,39.0,8,282.0
Red Faction: Guerrilla,82.0,29.0,7.5,308.0
Deus Ex: Mankind Divided,83.0,55.0,6.1,684.0
Astonishia Story,48.0,35.0,4.9,18.0
Prince of Persia: The Forgotten Sands,75.0,16.0,6.6,218.0
RACE On,73.0,14.0,8.2,20.0
Song of the Deep,73.0,12.0,6.3,15.0
The Binding of Isaac,84.0,30.0,8.3,1010.0
Tork: Prehistoric Punk,62.0,21.0,6.2,6.0
Overlord II,79.0,32.0,8.1,159.0
Jikandia: The Timeless Land,60.0,5.0,7.2,5.0
Toy Shop,31.0,7.0,5.4,11.0
DiRT Rally,86.0,33.0,8.7,288.0
Trials Fusion,80.0,12.0,6.8,97.0
SuperCar Challenge,65.0,23.0,7.8,11.0
Prison Architect,80.0,18.0,8,19.0
Sorcery Saga: The Curse of the Great Curry God,65.0,17.0,7.3,44.0
Dance Factory,56.0,22.0,5.8,8.0
The Legend of Heroes III: Song of the Ocean,58.0,17.0,6.1,7.0
Combat Mission: Shock Force,62.0,15.0,3.3,86.0
F1 2002,72.0,7.0,7.8,4.0
Men of War,80.0,22.0,8.1,136.0
Alter Ego,59.0,9.0,5.8,19.0
Zero Escape: Virtue's Last Reward,88.0,15.0,8.8,188.0
Darkstalkers Resurrection,80.0,33.0,7.3,27.0
Transformers: Devastation,74.0,9.0,7.6,56.0
The Golf Club,64.0,15.0,5.4,59.0
Neverwinter Nights,91.0,34.0,8.2,490.0
Digimon World 4,54.0,5.0,8.8,4.0
Guilty Gear XX Accent Core Plus,76.0,10.0,7.3,9.0
Galleon: Islands of Mystery,67.0,40.0,7,10.0
Sunny Garcia Surfing,61.0,11.0,7.9,7.0
Lock On: Modern Air Combat,76.0,20.0,7.5,549.0
Worms: WMD,78.0,23.0,7.6,19.0
Rabbids Land,52.0,26.0,5.2,29.0
Guild Wars,89.0,53.0,8.4,455.0
Take On Helicopters,70.0,10.0,6.7,28.0
S.L.A.I.: Steel Lancer Arena International,66.0,16.0,7.8,10.0
Nacho Libre,56.0,6.0,5.8,6.0
Homeworld 2,83.0,31.0,8.3,128.0
Rayman 3: Hoodlum Havoc,74.0,8.0,8.3,70.0
Graffiti Kingdom,71.0,27.0,7.1,12.0
Klonoa 2: Dream Champ Tournament,78.0,20.0,9.3,6.0
N+,79.0,21.0,7.8,18.0
Knights of Honor,77.0,26.0,9.1,89.0
The Inner World,72.0,18.0,8.1,48.0
Empire Earth II,79.0,39.0,7.1,89.0
Hot Pixel,55.0,35.0,6.5,6.0
Valentino Rossi: The Game,74.0,5.0,8.1,7.0
Codename: Panzers Cold War,67.0,28.0,5.8,8.0
Star Wars: The Force Unleashed II,59.0,14.0,5.8,162.0
Atomic Betty,62.0,10.0,7.5,6.0
Doom,85.0,44.0,8.2,1796.0
Street Jam Basketball,35.0,7.0,8,7.0
SimCity,64.0,75.0,2.2,4572.0
Harry Potter and the Half-Blood Prince,64.0,14.0,6.1,35.0
Doom 3 BFG Edition,59.0,12.0,5.3,210.0
Popeye: Rush for Spinach,48.0,9.0,4.2,5.0
Culdcept,78.0,26.0,8.9,9.0
GTR Evolution,83.0,19.0,8.2,63.0
Lords of the Fallen,73.0,36.0,6.9,583.0
NBA 08,75.0,18.0,7.5,8.0
Sins of a Solar Empire,87.0,52.0,8.2,275.0
The Wolf Among Us,83.0,5.0,7.7,88.0
NBA 2K13,90.0,5.0,6.8,130.0
Resident Evil 4,76.0,15.0,7.4,242.0
007: Quantum of Solace,70.0,18.0,6.3,55.0
Metal Dungeon,44.0,14.0,7.2,5.0
Drome Racers,54.0,5.0,6.6,5.0
Gekido Advance: Kintaro's Revenge,70.0,7.0,7,4.0
Commander: Conquest of the Americas,68.0,16.0,5.2,19.0
LEGO Pirates of the Caribbean: The Video Game,73.0,11.0,6.6,17.0
Race Driver 2006,81.0,16.0,8.5,6.0
Buffy the Vampire Slayer: Wrath of the Darkhul King,44.0,16.0,8.6,5.0
Mighty No. 9,48.0,9.0,4.6,78.0
Superdimension Neptune vs Sega Hard Girls,73.0,16.0,8.4,12.0
The Talos Principle,88.0,31.0,8.4,124.0
Spectral Souls: Resurrection of the Ethereal Empires,47.0,27.0,8.2,12.0
Syberia II,71.0,7.0,8.7,6.0
Braid,90.0,11.0,8.6,819.0
Syberia,82.0,26.0,8.5,235.0
Turn It Around,39.0,11.0,4.5,4.0
Jack Keane,69.0,25.0,7,21.0
Monsters vs. Aliens,63.0,8.0,6.2,5.0
Ride,68.0,8.0,4.8,30.0
LEGO Harry Potter: Years 1-4,79.0,15.0,7.9,55.0
Bus Simulator 16,46.0,8.0,6.1,18.0
MechAssault: Phantom War,66.0,16.0,4.5,4.0
The Last Guy,77.0,33.0,6.9,30.0
Botanicula,82.0,38.0,8.3,341.0
Max Payne,78.0,33.0,7.8,13.0
Star Trek: Tactical Assault,64.0,15.0,7.9,10.0
Cossacks: European Wars,74.0,16.0,8.6,60.0
MX vs. ATV Supercross,58.0,4.0,3.5,4.0
NBA 2K7,83.0,8.0,8.6,5.0
XBLAZE Code: Embryo,43.0,5.0,7.4,24.0
Warhammer: Mark of Chaos,73.0,32.0,7.4,57.0
Warship Gunner 2,62.0,13.0,8.5,11.0
Gotcha Force,56.0,24.0,8.2,17.0
Driver: Parallel Lines,59.0,9.0,6,20.0
Battlefield Vietnam,84.0,48.0,7.5,133.0
Dead Rising 2,82.0,4.0,6.6,8.0
Age of Conan: Rise of the Godslayer,83.0,14.0,8.4,52.0
Buffy the Vampire Slayer: Chaos Bleeds,75.0,18.0,9,9.0
Jet Grind Radio,74.0,22.0,9.3,6.0
Max Payne 2: The Fall of Max Payne,86.0,46.0,9,802.0
Magicka,74.0,44.0,7.6,602.0
Baldur's Gate: Dark Alliance,76.0,17.0,6.5,11.0
NHL 07,75.0,14.0,7.7,6.0
The Technomancer,68.0,12.0,7.4,55.0
Guild Wars: Nightfall,84.0,30.0,8.7,104.0
Medal of Honor: Vanguard,63.0,29.0,6.1,34.0
Super Monkey Ball Adventure,53.0,32.0,6.7,10.0
Madden NFL 07,68.0,4.0,9.3,4.0
MySims,70.0,12.0,6.4,8.0
The Sims 2: Bon Voyage,74.0,9.0,7.3,24.0
AniMates!,33.0,4.0,2.5,4.0
Star Wars The Clone Wars: Republic Heroes,46.0,9.0,4.7,46.0
The Peanuts Movie: Snoopy's Grand Adventure,59.0,4.0,6.6,19.0
Aegis of Earth: Protonovus Assault,57.0,11.0,7.8,9.0
Bully: Scholarship Edition,72.0,11.0,7.5,257.0
Justice League Heroes: The Flash,72.0,8.0,7.4,7.0
Metal Saga,62.0,26.0,7.3,9.0
Divinity II: Flames of Vengeance,72.0,4.0,8.3,15.0
Battlefield 2142,80.0,48.0,6.8,326.0
Air Conflicts: Secret Wars,65.0,5.0,6.4,24.0
Lost Planet 2,63.0,15.0,6.3,87.0
X3: Terran Conflict,73.0,16.0,7.9,222.0
Agatha Christie's The ABC Murders,67.0,17.0,6.2,12.0
Judge Dredd: Dredd Vs Death,52.0,13.0,5.3,9.0
SWAT 4,85.0,49.0,8.6,224.0
Battlefield 1942,89.0,27.0,8.6,327.0
Captain Morgane and the Golden Turtle,54.0,6.0,6.2,11.0
Napoleon Dynamite: The Game,45.0,9.0,7.3,4.0
Legend of Kay Anniversary,62.0,22.0,6.4,11.0
Dungeon Siege II,80.0,51.0,7.9,159.0
Battlestations: Pacific,74.0,31.0,8.4,46.0
ZooCube,67.0,15.0,6.1,7.0
GRID Autosport,78.0,35.0,6.2,257.0
The Lord of the Rings: Conquest,57.0,24.0,6.7,42.0
Stake: Fortune Fighters,26.0,8.0,3.7,6.0
Serious Sam Advance,51.0,9.0,7.2,10.0
Cold War,60.0,25.0,8,4.0
Steel Battalion: Line of Contact,70.0,19.0,8,8.0
NBA Starting Five,48.0,4.0,5.5,4.0
Spy Hunter: Nowhere To Run,51.0,21.0,6,6.0
Final Fantasy XIV: Heavensward,86.0,14.0,7.7,255.0
Omega Quintet,58.0,22.0,7.1,81.0
"Ed, Edd n Eddy: The Mis-Edventures",56.0,6.0,7.7,6.0
Viva Pinata,78.0,20.0,7.8,20.0
Neverwinter Nights 2,82.0,46.0,6.5,565.0
Star Wars: Empire at War - Forces of Corruption,75.0,25.0,8.6,79.0
Jurassic Park: Operation Genesis,72.0,15.0,8.7,55.0
Warhammer Online: Age of Reckoning,86.0,54.0,7.9,374.0
Total Overdose: A Gunslinger's Tale in Mexico,71.0,28.0,9.2,27.0
AMF Xtreme Bowling,30.0,4.0,4.2,5.0
Worms,76.0,9.0,6.9,18.0
Capcom Digital Collection,65.0,11.0,5.3,4.0
The Settlers: Rise of an Empire,66.0,19.0,7.7,44.0
Tank Beat,40.0,12.0,5.4,8.0
ParaWorld,71.0,29.0,8.3,23.0
Rengoku II:  The Stairway To H.E.A.V.E.N.,51.0,24.0,7.6,14.0
Here They Lie,62.0,31.0,6.5,36.0
George of the Jungle and the Search for the Secret,35.0,10.0,4,6.0
Inkheart,39.0,8.0,2.2,5.0
Demigod,76.0,50.0,7.9,183.0
Mage Knight: Destiny's Soldier,59.0,8.0,7.1,11.0
Stronghold Crusader Extreme,45.0,11.0,6.8,45.0
DemiKids: Light Version,62.0,8.0,8.3,15.0
Cities XL 2011,70.0,17.0,5.7,39.0
Line Rider 2: Unbound,62.0,12.0,6.4,5.0
SimCity Societies,63.0,27.0,4.3,95.0
Star Trek Online,66.0,34.0,6.2,694.0
Anima - Gate of Memories,52.0,13.0,7.9,34.0
Tom Clancy's Rainbow Six: Vegas 2,78.0,20.0,7.3,185.0
Tropico 4: Modern Times,78.0,11.0,8,58.0
ScrapLand,73.0,20.0,7.4,5.0
Brothers in Arms: Hell's Highway,79.0,22.0,7.9,130.0
DiRT,84.0,20.0,7.3,91.0
IL-2 Sturmovik: Forgotten Battles,86.0,12.0,8.6,38.0
Psycho-Pass: Mandatory Happiness,64.0,11.0,7.3,10.0
Ceville,73.0,17.0,8.2,21.0
Brandish: The Dark Revenant,78.0,9.0,8.3,12.0
Summon Night: Swordcraft Story,77.0,20.0,8.1,19.0
Falcon 4.0: Allied Force,90.0,7.0,8.6,37.0
Pro Fishing Challenge,62.0,11.0,9.1,9.0
Phoenix Wright: Ace Attorney Trilogy,81.0,34.0,9,76.0
Rule of Rose,59.0,44.0,8.6,51.0
RedCard 20-03,71.0,11.0,7.4,5.0
Dino Dini's Kick Off Revival,31.0,22.0,4.5,66.0
Pac-Man World Rally,54.0,20.0,7.4,5.0
GT Legends,84.0,21.0,8.6,44.0
Street Fighter X Tekken,79.0,8.0,6.4,134.0
Kung Fu Panda,71.0,11.0,7.8,12.0
Frontlines: Fuel of War,73.0,19.0,6.9,171.0
Tom Clancy's EndWar,68.0,24.0,6.7,42.0
Zathura,48.0,15.0,5.5,4.0
Plants vs. Zombies: Garden Warfare,78.0,11.0,7.8,186.0
Eureka Seven Vol. 2: The New Vision,40.0,17.0,7,5.0
Test Drive Unlimited,79.0,18.0,8.1,124.0
Grey's Anatomy: The Video Game,36.0,4.0,3.9,20.0
F1 Race Stars,62.0,8.0,5.4,46.0
Serious Sam: Next Encounter,69.0,18.0,8.4,9.0
Knight's Apprentice: Memorick's Adventures,53.0,11.0,4.5,8.0
Freedom Wings,46.0,7.0,7.7,6.0
Left 4 Dead,89.0,58.0,9.2,3717.0
Iron Phoenix,58.0,11.0,6.5,4.0
Kuon,57.0,20.0,7.7,9.0
Fuel,67.0,16.0,6.7,86.0
Dungeon Defenders,81.0,26.0,7.3,399.0
Group S Challenge,57.0,17.0,6,5.0
Balls of Fury,19.0,6.0,2.8,25.0
Indigo Prophecy,85.0,41.0,8.3,375.0
Overlord,81.0,27.0,8.1,220.0
The Lord of the Rings: The Battle for Middle-Earth II,84.0,36.0,7.5,366.0
FIFA Soccer 09,77.0,15.0,6.8,36.0
Quake 4,81.0,62.0,7.6,281.0
XGRA: Extreme G Racing Association,69.0,13.0,7,5.0
Max Payne,89.0,32.0,9.1,1016.0
Touhou Genso Rondo: Bullet Ballet,55.0,19.0,4.7,34.0
SBK: Snowboard Kids,63.0,14.0,6.5,4.0
Homeworld,93.0,20.0,9,326.0
Sniper Elite V2,58.0,5.0,5.8,30.0
Order of War,69.0,39.0,7.3,73.0
The Fast and the Furious,58.0,7.0,5.3,6.0
Maximum Capacity: Hotel Giant,59.0,11.0,7.7,9.0
Legend: Hand of God,57.0,9.0,5.8,19.0
Sacred 3,57.0,47.0,1.4,544.0
Pro Evolution Soccer 2017,69.0,9.0,3.7,137.0
SAW,55.0,6.0,6,31.0
The Awakened Fate Ultimatum,65.0,20.0,7.3,23.0
Spider-Man 3,62.0,16.0,7.1,29.0
Xblaze: Lost Memories,63.0,4.0,6.2,5.0
Spider-Man: Web of Shadows,52.0,11.0,7.8,57.0
Headhunter: Redemption,59.0,26.0,6.8,4.0
Chicago Enforcer,33.0,9.0,2.8,4.0
The Lord of the Rings Online: Mines of Moria,85.0,24.0,8.2,99.0
Carmageddon: Max Damage,52.0,15.0,7.1,12.0
Stormrise,42.0,15.0,4.9,22.0
Painkiller,81.0,62.0,8.1,284.0
Ruff Trigger: The Vanocore Conspiracy,57.0,8.0,7,7.0
RollerCoaster Tycoon World,43.0,7.0,2.4,31.0
Oil Rush,67.0,23.0,6.5,55.0
XGRA: Extreme G Racing Association,66.0,15.0,6.8,5.0
Darksiders: Warmastered Edition,79.0,9.0,8.5,15.0
Agatha Christie: The ABC Murders,66.0,15.0,8.5,144.0
Lara Croft and the Temple of Osiris,73.0,17.0,5.4,52.0
Motocross Mania 3,38.0,9.0,3.6,7.0
Fist of the North Star: Ken's Rage 2,40.0,4.0,5.8,18.0
Blazing Angels: Squadrons of WWII,65.0,16.0,4.6,17.0
Hellgate: London,70.0,40.0,6.3,374.0
Dynasty Warriors 8: Empires,70.0,15.0,7.4,9.0
Pump It Up: Exceed,74.0,9.0,7.5,4.0
Tenkai Knights: Brave Battle,26.0,10.0,2.4,22.0
TOCA Race Driver 3,84.0,16.0,7.8,53.0
Battle Princess of Arcadias,69.0,22.0,7.9,25.0
Digimon Rumble Arena 2,65.0,8.0,8.8,4.0
Ridge Racer Unbounded,72.0,9.0,6,83.0
Mini Ninjas,74.0,14.0,8.3,78.0
Tom Clancy's Splinter Cell Classic Trilogy HD,67.0,21.0,6.8,29.0
Mighty No. 9,55.0,13.0,4.2,94.0
Crysis: Warhead,84.0,56.0,7.9,516.0
Hogs of War,62.0,10.0,8.8,31.0
Elven Legacy,71.0,27.0,7.1,38.0
Trapped Dead,50.0,14.0,4.7,57.0
Point Blank 3,78.0,5.0,8.4,5.0
Vietcong,74.0,22.0,8.7,76.0
Nervous Brickdown,70.0,21.0,7.5,11.0
Charlie's Angels,23.0,21.0,3.3,23.0
uDraw Studio: Instant Artist,54.0,5.0,5.7,6.0
The Testament of Sherlock Holmes,64.0,24.0,7.6,30.0
Guitar Hero III: Legends of Rock,79.0,15.0,7.2,63.0
The Crew: Wild Run,65.0,5.0,6.6,21.0
Marvel Avengers: Battle for Earth,62.0,11.0,7.3,12.0
Urban Chaos: Riot Response,72.0,34.0,8.6,9.0
Starship Troopers,46.0,18.0,6.1,29.0
Heroes of the Pacific,76.0,18.0,6.7,19.0
Broken Sword: The Sleeping Dragon,77.0,24.0,8.3,12.0
Darksiders,82.0,73.0,7.9,319.0
Tycoon City: New York,67.0,30.0,8.3,4.0
NHL 09,62.0,6.0,4.1,30.0
The Crew: Wild Run,74.0,6.0,7.4,41.0
WorldShift,63.0,9.0,8.1,8.0
Pillars of Eternity,89.0,71.0,8.3,2191.0
Legendary,50.0,23.0,6.6,104.0
Red Ninja: End of Honor,46.0,25.0,4,5.0
Commandos 3: Destination Berlin,72.0,24.0,7.6,83.0
James Bond 007: Blood Stone,63.0,17.0,7.1,72.0
Chili Con Carnage,74.0,37.0,8.2,13.0
Puzzle Quest: Challenge of the Warlords,84.0,32.0,8,19.0
Emergency Mayhem,40.0,21.0,4.3,4.0
Uru: Ages Beyond Myst,79.0,22.0,7.6,29.0
TMNT: Mutant Melee,43.0,13.0,4.8,5.0
Prototype: Biohazard Bundle,48.0,4.0,2,53.0
RoboCop,30.0,9.0,3.6,12.0
Blood Bowl: Legendary Edition,73.0,13.0,6.4,75.0
Invizimals: The Lost Kingdom,50.0,16.0,5,14.0
Worms,75.0,25.0,6.9,28.0
NHL 2K3,89.0,11.0,7,6.0
Space Channel 5: Ulala's Cosmic Attack,55.0,15.0,8,5.0
Still Life 2,67.0,15.0,5.7,54.0
Castle Shikigami 2,67.0,4.0,7.4,8.0
Peggle Nights,76.0,15.0,8.1,24.0
Pulse Racer,24.0,7.0,2.8,17.0
NBA 07,63.0,24.0,6.8,5.0
Rogue Trooper,71.0,37.0,8.5,11.0
Combat Flight Simulator 3: Battle for Europe,69.0,16.0,6.5,22.0
Tomb Raider: Legend,82.0,31.0,7.9,244.0
Raven Squad: Operation Hidden Dagger,39.0,11.0,3.1,61.0
Pirates: Legend of the Black Buccaneer,42.0,4.0,7,5.0
East India Company,67.0,28.0,5.7,49.0
Aedis Eclipse: Generation of Chaos,62.0,20.0,6.5,11.0
Digimon Rumble Arena,64.0,5.0,8.8,71.0
Goblin Commander: Unleash the Horde,71.0,19.0,7.8,6.0
